s.no,EQ,Social_Search_Impressions,Social_Search_Working_cost,Digital_Impressions,Digital_Working_cost,Print_Impressions.Ads40,Print_Working_Cost.Ads50,OOH_Impressions,OOH_Working_Cost,SOS_pct,Digital_Impressions_pct,CCFOT,Median_Temp,Median_Rainfall,Fuel_Price,Inflation,Trade_Invest,Brand_Equity,Avg_EQ_Price,Any_Promo_pct_ACV,Any_Feat_pct_ACV,Any_Disp_pct_ACV,EQ_Base_Price,Est_ACV_Selling,pct_ACV,Avg_no_of_Items,pct_PromoMarketDollars_Category,RPI_Category,Magazine_Impressions_pct,TV_GRP,Competitor1_RPI,Competitor2_RPI,Competitor3_RPI,Competitor4_RPI,EQ_Category,EQ_Subcategory,pct_PromoMarketDollars_Subcategory,RPI_Subcategory
1445,123.3699345,5955808,97174,9388928,383398,229279,42791,726254110,3265634,29,20,86,70,0.70083,7.489,0.07292,1732,42.61,46.74,16.615,2.92,4.264,1.658,708709691,30.19,2.293,0.30718,43.145,24.05,20.66,103.02,35.21,43.42,78.06,8436088,382430,0.0818,42.15
1446,202.6479331,28849961,87777,7635384,40600,63456,92829,219205141,1718343,26,18,90,49,0.69555,9.461,0.017791,9925,43.69,46.32,9.336,3.14,1.49,1.413,334494702,25.34,2.6872,0.11666,35.85,64.63,22.68,116.31,35.2,48.31,66.72,7426195,473246,0.2769,45.15
1447,395.3989387,8467285,18770,33019,29174,210790,147844,763669173,2649019,16,38,53,57,0.68989,9.324,0.127458,2225,42.88,52.44,11.18,5.7,0.416,1.512,551996410,33.5,2.6239,0.24924,44.722,49.32,30.64,94.33,41.73,44.12,69.76,12031495,321699,0.1101,35.96
1448,2.708233443,11134012,87623,1166296,110230,246813,151135,316991013,3293283,27,48,59,54,0.229,9.423,0.016162,755,42.66,47.15,2.373,2.78,2.269,1.615,709636568,34.03,2.84,0.05767,42.668,69.41,41.57,117.2,44.96,43.92,65.25,4907982,393549,0.118,36.48
1449,541.5592507,19840805,106739,970457,256978,200006,154649,236924095,3482671,39,16,89,39,0.74944,9.654,0.023135,9423,43.26,46.68,9.05,3.8,2.364,1.579,875342400,28.33,2.7142,0.43945,41.548,75.32,18.93,104.67,44.26,46.8,77.62,10495639,358718,0.1903,40.85
1450,233.7582049,19595015,52489,1097516,148903,224613,186066,147381073,518691,45,12,43,41,0.2048,9.15,0.036122,3928,43.45,59.74,7.902,5.78,0.692,1.473,830325169,25.85,2.449,0.21335,38.778,22.72,34.36,113.42,42.18,48,72.91,10151698,388997,0.3828,31.52
1451,432.6966676,18904637,52016,3400910,41220,268261,93976,799459364,1149858,47,18,61,69,0.72149,7.551,0.117699,3747,42.65,59.2,14.596,2.59,2.516,1.561,506092860,16.41,2.5623,0.24767,38.837,30.38,22.28,118.79,37.09,45.4,77.01,8436123,214824,0.1201,47.09
1452,102.9370367,6416756,56244,9417844,264471,188150,53346,583076649,1849494,33,19,82,61,0.97446,9.703,0.024238,6195,42.65,59.37,15.597,4.59,2.228,1.67,344367717,43.78,2.5768,0.20887,41.975,47.55,16.85,114.69,37.87,43.26,62.34,3383044,634243,0.3031,46.51
1453,1832.287464,36828819,75434,6625544,340147,330008,126542,308977462,2603213,18,18,66,75,0.8315,9.069,0.044257,10289,43.1,47.44,5.209,2.09,3.644,1.67,337444704,21.11,2.7722,0.42602,37.901,49.31,34.35,111.71,32.6,46.23,64.67,3990559,499052,0.3187,40.47
1454,105.39284,27971903,70886,1788689,152827,134596,174569,271914515,2914460,49,28,24,55,0.4987,8.487,0.067129,6870,43.42,50.28,1.531,4.67,4.159,1.663,380633339,17.21,2.2759,0.3105,38.477,64.04,13.5,103.53,32.95,49.42,65.16,1748668,426515,0.0972,37.47
1455,16.30323518,7080925,34297,12421419,73046,132593,107828,744182373,2038758,32,10,91,54,0.76719,8.076,0.059286,4496,42.75,45.7,10.73,4.46,3.418,1.456,336143939,41.46,2.6494,0.05528,45.365,75.03,14.88,105.83,34.55,48.46,74.7,4866696,511999,0.0735,35.42
1456,25.01419804,1931196,13936,4990932,410422,94118,75638,792788876,1916138,46,12,87,62,0.36765,9.284,0.072703,5594,42.53,48.61,4.774,4.96,0.85,1.552,809979088,26.86,2.5223,0.3085,36.366,54.43,20.72,117.78,42.96,43.68,70.4,4484604,876753,0.0799,48.72
1457,105.7098552,9894221,39391,5340610,431913,341477,158492,317802316,2887764,12,44,25,67,0.07136,8.681,0.07414,8467,43.75,45.28,12.776,2.08,2.167,1.562,514545715,20.39,2.7291,0.36514,39.788,24.42,43.66,98.5,32.5,44.44,61.96,6254429,587938,0.3008,39.7
1458,27.59380486,31811316,58884,2933961,252940,220861,94262,849360949,949494,26,5,75,59,0.0588,9.407,0.050182,1414,42.76,52.65,0.785,5.02,2.43,1.511,742374713,32.11,2.7477,0.10094,43.508,25.65,13.66,110.13,37.44,48.7,67.61,2405531,783360,0.3091,41.8
1459,430.2473749,12706971,42990,5465380,236818,185358,70533,284701158,1648866,26,25,52,65,0.37858,7.386,0.064034,8995,42.44,46.73,7.184,4.99,4.086,1.629,242688545,39.76,2.603,0.13114,40.226,40.36,12.84,97.33,42.76,45.75,75.31,10179229,810460,0.2582,32.21
1460,94.16470009,24745055,25540,11745634,413260,209558,165907,169108755,2066307,7,24,82,48,0.74985,8.228,0.033895,10088,43.44,58.83,11.948,2.31,3.437,1.552,618647871,30.05,2.7528,0.01761,42.066,55.9,19.95,92.31,42.26,47.86,67.7,7698266,679230,0.3252,47.23
1461,9.434065564,3541317,82802,10946257,220382,269254,57971,277121654,2836309,30,21,58,67,0.58109,9.34,0.072991,2971,43.95,45.97,11.234,4.01,0.646,1.456,277551598,45.12,2.5145,0.10945,35.873,72.84,39.34,104.5,43.29,44.01,64.75,1725941,242517,0.2742,42.62
1462,0.9787070938,5893705,14825,97391,156541,293757,170687,285747648,796941,44,35,76,48,0.04735,8.128,0.022901,4051,43.41,52.59,9.766,5.39,1.05,1.413,537431315,32.73,2.733,0.10002,38.827,67.54,25.52,109.85,37.03,47.11,64.98,6477592,826462,0.0572,37.64
1463,2698.578427,18597579,118636,5601442,209975,296810,107646,463173966,2661614,13,34,45,42,0.93199,8.699,0.097573,5378,43.1,46.67,16.608,5.4,0.945,1.593,326571968,19.3,2.5053,0.15258,38.931,42.14,13.16,117.46,39.61,45.14,78.25,7543904,886354,0.3128,33.84
1464,315.6542656,9993829,120034,4324505,425389,121809,154867,816644028,2904883,26,35,62,62,0.58101,8.5,0.071734,4703,43.51,55.77,6.572,3.87,2.81,1.431,880121478,27.56,2.6893,0.36545,39.64,70.2,25.88,118.04,32.14,47.34,63.83,9224143,395098,0.1138,39.89
1465,26.31183009,17962571,82586,9335234,70252,278993,160621,274696805,3641127,40,30,73,53,0.33373,7.565,0.015671,8249,43.05,46.91,11.996,3.09,2.511,1.65,435455689,15.6,2.8375,0.3364,42.726,54.99,40.39,94.97,41.29,44.49,64.19,8739372,356815,0.0534,40.65
1466,118.1878099,34117063,64292,3516903,145442,242180,108569,414040192,1369843,26,48,88,75,0.33377,9.339,0.07271,6509,43.07,50.15,2.751,1.99,1.356,1.436,472397499,22.52,2.3156,0.21584,44.795,38.23,27.94,116.65,36.77,47.72,74.64,2296511,835930,0.0689,34.71
1467,2384.38033,28625865,5723,4092214,357129,89117,25284,752819729,1532299,38,21,81,58,0.62841,8.02,0.12193,7991,42.77,45.13,12.801,5.47,1.989,1.414,827448354,22.69,2.6536,0.2363,35.731,26.72,36.1,115.51,42.19,43.69,76.09,6570403,665567,0.2104,39.8
1468,14.18037971,7348375,82271,3693693,123889,131342,176102,416119885,550573,20,14,45,33,0.10629,9.558,0.053608,9162,43.59,43.67,7.972,4.87,1.801,1.476,280876024,29.59,2.2656,0.11882,40.448,54.96,38.62,112.51,43.82,45.48,76.82,5444644,793781,0.1319,34.51
1469,873.4488764,15956723,122459,4194529,366580,262677,28825,633165565,2823110,19,25,43,58,0.64238,7.906,0.064293,8087,42.54,56.53,5.698,5.78,0.984,1.581,573230611,36.29,2.3196,0.23998,44.677,78.3,13.05,103.13,40.67,48.76,71.84,10502536,335262,0.3137,32.87
1470,490.1672306,12213356,85013,3420118,264184,279456,186245,419286976,1764778,10,13,73,39,0.28685,7.424,0.052721,9255,42.65,58.78,11.299,2.23,1.244,1.67,394641127,17.97,2.4406,0.17855,38.93,66.65,34.65,92.14,35.95,46.06,72.86,10941630,833121,0.3261,47.4
1471,458.1748473,25466826,16560,9377513,48458,218137,137949,306611423,1237529,43,29,58,52,0.7022,8.121,0.032052,2913,42.52,45.95,14.434,3.15,1.118,1.584,597849413,44.86,2.8113,0.33537,36.74,33.96,28.57,119.21,42.5,45.98,63.18,10192540,558110,0.0838,41.6
1472,3.680200262,12743686,32786,1226068,90210,208045,182407,806208628,549002,27,29,35,59,0.02056,8.639,0.035603,1027,43.79,44.71,13.037,2.81,3.707,1.583,301616023,21.85,2.2926,0.10059,43.533,32.44,35.81,102.77,43.48,44.6,76.84,5469330,658491,0.2178,37.98
1473,59.08893084,23007354,43098,5658588,185401,169360,83172,114517954,3388504,43,6,82,67,0.06263,8.866,0.068352,2582,43.67,46.13,16.28,3.58,0.768,1.595,654662297,32.95,2.2238,0.2323,36.253,42.62,13.17,117.27,38.89,49.07,76.2,2908434,497740,0.3568,42.85
1474,596.7788264,20883150,102553,2748042,310710,156342,123396,217148860,2410271,11,46,74,39,0.80371,8.087,0.072474,2536,43.92,50.4,13.885,4.45,0.872,1.627,533213010,19.45,2.4187,0.45322,44.147,65.73,38.81,95.83,40.09,45.96,67.91,1559048,496306,0.2798,36.73
1475,106.5751825,31180475,48567,13090989,203964,219466,167357,473199971,1431046,22,34,25,34,0.99143,7.945,0.032147,6050,42.51,50.22,15.824,3.34,4.127,1.603,697265397,20.41,2.6935,0.04373,40.696,38.18,27.81,96.6,39.05,49.23,67.17,7584923,733997,0.0881,39.6
1476,224.4635925,15675214,63121,3715177,30519,96421,111385,466315630,3291333,1,24,72,38,0.89806,9.403,0.02949,6518,43.97,43.1,14.687,4.98,2.05,1.488,346214628,45.31,2.6627,0.37706,40.327,22.69,19.51,114.02,42.47,48.22,71.01,2287750,368818,0.3399,48.28
1477,362.3742634,26561799,4939,2947115,169641,237306,123726,264663236,942722,17,39,17,72,0.43147,7.942,0.097278,8353,42.78,53.56,11.727,3.84,0.548,1.578,431583490,26.1,2.6491,0.30395,39.309,60.09,19.79,104.44,42.7,49.17,62.05,3063350,320559,0.2178,40.51
1478,611.774675,29719109,63620,594135,197026,267088,143275,106590670,1703543,38,7,72,67,0.09596,8.476,0.087055,5807,43.77,53.26,3.24,5.61,3.627,1.573,254851332,19.93,2.3916,0.32594,40.489,43.52,22.31,120.11,34.64,45.22,70.67,11065112,456259,0.2995,34.6
1479,167.0089056,20545876,59617,8855048,342448,253328,108437,375673843,354717,2,24,81,48,0.63931,9.362,0.050778,2296,42.84,49.56,7.797,3.84,1.866,1.487,306188648,22.36,2.394,0.16905,40.914,25.64,18.92,116.31,38.82,48.67,78.39,2208442,624195,0.2149,34.5
1480,533.3095855,10689813,91549,2005345,123993,87467,119478,572705770,3542660,15,15,49,37,0.30967,7.459,0.093547,3672,43.66,58.62,12.777,4.1,1.327,1.428,357251460,22.82,2.2829,0.39488,40.749,76.35,30.76,95.07,31.97,44.48,71.04,5002464,820931,0.2124,45.75
1481,355.8906539,34698686,70613,43736,243959,292219,165967,236101621,2567560,37,1,12,43,0.80031,7.418,0.045965,7936,43.08,56.21,16.557,4.77,3.383,1.43,528776139,32,2.8679,0.1599,45.034,51.42,13.77,107.36,42.88,44.71,75.27,6495221,385438,0.1393,48.65
1482,179.1584906,29620939,69507,6690296,344609,250766,77128,801193682,461474,38,41,60,77,0.34818,9.328,0.08142,6577,43.78,51.07,3.53,3.06,1.447,1.529,771204457,17.1,2.2692,0.39482,36.387,67.85,20.49,117.14,41.33,43.56,62.2,2954075,213080,0.1717,42.9
1483,317.32023,25946239,66012,11784626,86469,142769,175766,701795945,287638,9,37,15,44,0.62169,7.847,0.042816,1081,42.67,45.72,6.613,5.26,2.341,1.652,630608351,38.68,2.7695,0.31309,36.504,51.21,17.01,109.76,43.36,47.11,74.88,1243317,666836,0.354,40.76
1484,580.8553809,14333169,4565,7942642,223896,197387,11334,72483260,1517701,9,16,13,60,0.87473,9.19,0.045087,7090,43.75,49.84,2.47,3.7,1.237,1.414,251034708,43.84,2.4248,0.38816,43.187,65.43,28.43,95.01,42.39,47.89,70.64,9481690,213450,0.2616,38.15
1485,370.3105531,2040075,55538,10812121,425432,211293,108915,360344020,3328634,45,1,24,34,0.60952,9.752,0.120981,1336,42.99,45.05,11.264,3.2,2.785,1.496,819130935,23.05,2.8399,0.31612,41.441,66.79,23.62,93.76,36.56,47.35,75.97,7516925,802721,0.2581,44.02
1486,35.48981553,35456782,12033,6311426,352972,286631,184551,622413763,3355834,17,13,65,41,0.63312,9.581,0.035268,7021,43.35,51.13,10.345,4.13,0.427,1.47,742688177,21.04,2.2705,0.0578,42.632,76.7,31.7,113.25,35.45,44.71,72.36,2672689,349399,0.1661,32.95
1487,693.7052194,22980457,118090,3826771,327000,98659,58618,467145341,3419971,16,50,57,32,0.20554,9.36,0.045845,2128,42.72,50.12,6.646,4.5,2.584,1.423,771948882,43.99,2.6352,0.37928,36.038,73.17,23.31,103.94,41.78,45.63,62.4,9162764,706368,0.261,41.23
1488,39.66683952,36191097,17571,7806981,354155,230915,170689,528828154,992454,28,31,40,42,0.58341,9.575,0.011699,6156,43.78,53.26,11.21,3.12,3.582,1.484,395221602,25.26,2.5603,0.05441,41.494,41.69,31.55,105.91,33.01,48.72,71.2,8250172,280907,0.2547,34.57
1489,602.6707918,22392772,110993,759266,240708,133589,1219,220289967,1384830,5,19,17,49,0.79717,7.788,0.054078,5385,43.89,46.47,0.976,2.95,0.482,1.589,676991700,40.17,2.8776,0.33533,38.498,54.55,45.16,102.17,33.78,48.34,69.07,4516752,666442,0.1237,33.72
1490,40.66398751,36177915,112305,5371777,269949,237567,72210,700262393,2169762,22,16,12,34,0.74344,9.268,0.08513,8915,43.89,49.62,10.299,3.02,2.385,1.567,298003845,40.67,2.8037,0.03331,37.292,57.92,29.17,118.42,42.55,44.63,71.59,1813368,312954,0.1879,42.84
1491,779.745637,17323097,123201,2788292,129616,302865,34778,358887728,239460,49,21,99,52,0.84658,8.884,0.05425,9373,42.93,43.97,8.634,4.81,3.859,1.495,541220866,17.64,2.7897,0.08452,35.927,72.31,42.53,114.66,44.22,44.68,72.54,7823525,802691,0.3693,32.67
1492,1.957123396,6135400,118306,7802018,60774,58122,93370,528835541,1940349,21,33,20,52,0.04325,9.215,0.039139,7666,42.91,49.49,6.87,4.01,3.773,1.65,565920405,43.47,2.4456,0.09683,38.264,35.79,23.87,117.05,35.95,49.08,69.59,8000984,821740,0.0592,39.03
1493,1120.238162,13012008,88556,4837976,347347,245842,85442,60208500,747112,45,6,47,66,0.55989,9.687,0.054102,2452,43.25,55.54,10.251,2.79,0.897,1.469,411710182,19.32,2.7109,0.32761,40.218,33.73,35.6,111.04,43.77,43.72,69.12,9332417,543788,0.3419,38.37
1494,53.22995788,37750916,84572,9987533,174703,335253,54353,303718472,2135611,25,20,92,59,0.73676,9.776,0.049687,2586,43.33,57.66,1.661,3.79,1.191,1.503,505778080,31.25,2.342,0.02755,41.694,46.86,34.03,109.21,38.22,45.72,65.53,4367936,504862,0.1268,43.86
1495,370.5677539,21248820,40020,5971739,363562,201782,90716,225199996,1139150,5,42,19,78,0.67887,7.456,0.034203,6293,43.27,42.32,2.278,2.32,4.206,1.586,663388012,25.22,2.5992,0.36116,40.123,73.52,12.95,120,37.34,48.53,72.94,10790558,808072,0.0477,46.57
1496,170.2172117,34245572,16445,2982029,37761,325399,143691,335365601,3392579,42,41,42,56,0.29044,9.367,0.078751,6689,43.01,43.55,5.576,4.79,0.837,1.483,740384069,29.53,2.4193,0.36736,40.029,57.48,12.64,110.6,43.57,44.1,73.84,1360105,484875,0.1794,36.66
1497,120.1135361,17716797,108461,7472397,260906,122247,2776,280027846,2832061,38,4,80,59,0.53289,8.587,0.065924,2700,43.69,59.65,11.527,3.86,2.946,1.459,442025254,30.48,2.3477,0.07046,42.251,77.76,44.21,96.52,39.05,46.66,71.28,4483273,783237,0.156,42.5
1498,485.9762521,37160728,51520,6969247,279681,245074,128068,238656539,2749400,40,17,55,62,0.50023,8.785,0.019708,2684,43.63,46.99,0.669,3.09,1.691,1.528,353114434,17.16,2.87,0.379,38.824,28.06,43.28,109.35,32.45,44,66,9471771,702526,0.1052,34.07
1499,754.2627821,17914965,8701,7809647,301263,271273,185606,694028626,3486901,30,44,77,62,0.59096,8.305,0.025581,3035,42.46,46.78,8.192,4.55,1.547,1.664,372989338,45.23,2.5287,0.36185,41.259,66.26,42.01,116.6,38.51,44.21,71.36,11751611,607838,0.2155,48.53
1500,174.8561754,27610540,106757,2596569,318224,164898,136670,732267444,934394,42,22,97,40,0.12121,7.532,0.069253,3096,42.46,57.36,3.583,3.63,2.822,1.6,692689725,40.18,2.6095,0.11126,37.775,61.51,28.14,114.12,43.83,46.82,67.32,6827805,744480,0.2668,45.04
1501,522.8426742,23497670,49692,1283499,261265,58096,53390,291159036,989759,19,35,34,57,0.82968,8.271,0.068043,8247,42.89,46.59,7.848,5.22,0.949,1.622,572027805,18,2.424,0.12624,40.531,47.72,20.56,96.21,34.14,45.82,79.27,4276486,681677,0.2142,34.56
1502,145.8811355,2127399,64247,11918736,106581,163475,75753,70900146,1859953,19,20,29,57,0.62694,7.507,0.080956,6676,43.78,52.34,1.871,5.37,2.651,1.571,346482105,34.48,2.4253,0.32418,37.641,47.53,35.43,98.09,39.06,43.07,78.58,6743666,647127,0.191,34.86
1503,247.2030556,7880315,37007,1862004,218565,309266,79519,261240307,521413,28,10,81,41,0.92012,8.555,0.025906,5438,42.91,42.89,15.311,3.64,3.125,1.601,263375308,29.2,2.5917,0.42284,36.043,61.76,44.81,100.86,33.21,46.35,70.87,6320519,383058,0.2571,39.29
1504,156.8939763,20371984,105647,10578984,416234,211541,183701,343214076,1858596,20,4,65,51,0.81552,8.227,0.106648,8178,43,47.41,11.436,5.85,4.256,1.627,824426891,29.72,2.6419,0.05995,37.941,54.2,26.32,100.05,42.69,45.84,68.41,3567905,832965,0.0994,39.79
1505,25.17879147,9898188,26083,7424539,346619,149442,92574,550903034,1694490,37,25,82,40,0.08301,9.784,0.071293,8880,42.54,42.77,9.086,4.12,3.539,1.427,694567000,14.14,2.8642,0.23591,35.905,75.3,33.51,112.94,45.41,44.64,76.57,2605233,567673,0.2464,48.4
1506,2.95052671,33597939,116885,8499322,379331,283352,188612,375636333,2907949,5,11,26,44,0.01863,8.255,0.041961,3807,43.97,56.79,4.808,5.4,1.475,1.497,415408575,15.73,2.4691,0.13457,44.336,49.12,18.9,111.7,38.82,47.67,63.46,2446229,668478,0.1021,36.43
1507,151.5425079,22154725,91746,8386037,215050,190370,124904,110524560,2981696,25,26,57,44,0.1738,9.197,0.016655,9651,43.31,56.29,9.329,3.4,3.785,1.631,663596186,21.82,2.4358,0.35215,41.6,36.71,37.71,117.11,41.87,44.82,78.33,11652058,300650,0.3831,41.95
1508,7.975333553,26581746,16957,12509224,59693,70796,16869,428906148,2063779,35,7,49,75,0.0555,7.697,0.062043,5194,42.78,42.67,9.167,4.15,3.819,1.562,563562738,14.27,2.8416,0.0725,36.341,32.09,31.42,118.53,43.56,44.68,77.67,2649150,572809,0.1584,45.24
1509,326.9367728,21837096,6079,11897288,376924,49358,137244,78382639,577908,34,2,29,71,0.43384,8.811,0.126472,2277,43.26,42.89,16.43,2.14,3.652,1.569,687291850,42.41,2.2249,0.0578,38.119,53.42,34.54,93.72,41.97,46.91,71.74,6988380,381544,0.3541,35.17
1510,416.0986231,33292788,15242,11251529,93129,294876,15117,204663086,944075,27,42,20,72,0.47326,7.762,0.043682,5935,42.51,54.73,11.739,5.86,0.311,1.571,338694975,44.75,2.7947,0.21877,43.021,40.85,43.84,99.05,35.1,46.96,68.97,9350807,569429,0.1038,48.68
1511,75.66969031,19406762,102714,1065891,101531,125120,7414,453642877,2809260,31,32,90,44,0.61125,7.812,0.1143,9890,42.75,45.26,11.872,5.47,4.128,1.494,249394628,39.47,2.8558,0.02384,42.118,41.41,33.16,111.73,39.13,45.3,75.92,5211029,632726,0.142,35.02
1512,910.1706262,35726357,123329,7984464,181590,123684,171121,59744552,2219090,50,26,23,75,0.18915,9.471,0.048067,6934,43.64,42.87,4.254,2.88,1.13,1.639,766361490,40.77,2.7252,0.20507,36.482,34.19,14.96,94.45,40.52,45.41,70.74,11240009,633651,0.3837,34.29
1513,365.8446759,9634788,93025,6202547,246864,303220,61896,491339845,3530759,49,23,70,43,0.31932,9.163,0.083449,8727,43.82,58.72,9.556,5.37,0.603,1.464,434538673,21.44,2.8664,0.13212,35.96,70.2,20.87,102.9,43.67,45.61,77.96,10465740,795177,0.2592,39.8
1514,23.29309165,13531973,44099,1246254,407051,192896,78987,506347698,3117102,14,23,17,46,0.40974,8.761,0.122868,4587,43.98,59.89,16.375,2.06,0.401,1.417,408944834,15.81,2.4302,0.03249,40.353,29.28,42.44,113.31,32.69,46.91,69.51,4030091,268789,0.1943,48.06
1515,517.2428605,12192882,73433,64762,422469,224285,67990,351297690,1621313,33,19,49,62,0.28734,9.806,0.053207,6540,43.87,51.52,16.438,5.15,2.006,1.651,345248571,28.88,2.5367,0.37276,38.551,38.59,18.63,116.51,36.52,46.63,65.75,10015186,713977,0.2082,41.34
1516,9.512886482,11734315,74995,10540322,384919,324695,177900,184521578,894321,30,2,80,52,0.12179,8.304,0.01964,8520,43.82,56.12,1.804,3.29,1.059,1.641,549414130,30.5,2.8669,0.19066,36.528,40.86,38.48,118.75,32.66,46.33,63.01,5538116,722931,0.0888,46.72
1517,751.4302253,12804327,108297,11569613,18331,61733,24896,514203730,1843946,4,36,81,69,0.82794,8.906,0.093461,1661,43.47,59.11,4.134,2.75,2.153,1.576,559094408,17.4,2.7674,0.16184,38.727,58.71,21.7,119.24,43.5,45.94,76.41,8633847,670495,0.1619,39.24
1518,178.8551698,15074601,54161,108703,162423,80637,92297,747193104,2482929,43,7,60,59,0.43115,8.422,0.045909,4951,42.9,53.27,3.548,3.9,3.831,1.621,442057948,15.55,2.2561,0.2927,40.677,63.05,43.65,105.81,40.77,44.77,66.33,2523525,432926,0.3749,37.66
1519,13.69374785,35852430,25643,801144,228049,298542,172607,75909281,1558108,13,2,44,45,0.29489,9.345,0.101356,3797,42.68,59.55,15.725,2.8,2.546,1.506,488580120,35.31,2.6554,0.0253,45.276,52.98,15,100.1,38.84,45.74,66.44,5455316,244295,0.0758,45.42
1520,109.5570389,17465600,59389,11002312,81757,333137,3636,347064024,1447535,48,46,39,40,0.08274,8.222,0.103682,6520,42.67,59.17,6.686,5.84,3.666,1.519,407822629,20.18,2.7327,0.1814,40.918,70.63,21.07,97.59,32.27,47.16,74.47,5909325,387130,0.3524,40.01
1521,30.05235908,3380504,108323,4246801,367768,210917,165444,670539409,2284816,31,25,21,58,0.91816,7.652,0.03076,5035,43.94,55.76,8.837,4.67,2.423,1.417,837382266,31.71,2.4074,0.02803,44.052,71.93,13.8,97.23,33.85,47.67,67.3,10785207,698334,0.2982,48.92
1522,12.96945747,2113981,39921,11971731,149235,319642,106831,486224118,737236,47,32,23,74,0.59939,8.671,0.010729,2809,42.51,53.96,2.515,1.87,1.509,1.475,852182855,16.89,2.396,0.43363,45.194,46.37,14.88,120.26,33.77,45.18,71.45,1964053,733568,0.3054,31.47
1523,520.4320134,34629023,106246,3193310,46299,66146,25005,81829415,3203164,46,16,83,57,0.30886,8.031,0.051539,2216,43.19,49.45,0.369,4.9,1.863,1.52,550704116,27.06,2.6615,0.19745,37.126,34.18,43.15,96.55,45.14,46.7,61.93,3726402,742352,0.3457,32.19
1524,83.53491318,20123750,84263,3852053,105230,111392,60935,254556220,1145865,5,5,73,78,0.62991,8.455,0.018309,5169,43.38,46.4,1.457,5.49,3.649,1.454,387225158,33.5,2.5867,0.32129,39.55,56.07,31.79,99.4,41.46,47.91,78.02,7402041,349930,0.0865,37.16
1525,4.29668513,1550972,114806,1062210,362585,248314,7305,505079997,3582365,38,49,81,66,0.39243,8.141,0.055091,1210,43.84,54.69,0.354,2.93,3.17,1.623,528368164,38.52,2.3375,0.12687,40.027,23.17,13.11,116.76,42.15,47.91,64.68,3938516,494591,0.1037,44.31
1526,77.00573885,10906378,95425,3491268,254106,251254,17916,221047120,2558303,6,21,57,48,0.8096,8.604,0.015368,6364,43.6,46.8,9.61,5.66,0.529,1.66,612093862,43.45,2.6511,0.18741,39.754,37.3,23.91,95.65,39.54,44.88,63.52,8784178,328927,0.2096,38.47
1527,12.82117808,12057007,114169,7966007,74292,69886,30172,417237841,2109001,31,27,67,40,0.04457,8.499,0.113246,5795,42.5,54.47,4.674,3.22,3.298,1.574,423518086,20.6,2.6319,0.11365,39.716,40.48,32.26,95.1,37.85,43.76,79.1,5109512,408335,0.1777,35.45
1528,1724.465852,35850938,112512,5924776,221282,172192,80574,700806630,2089162,12,44,28,54,0.91579,9.598,0.117739,2069,43.87,58.98,10.562,2.06,0.983,1.641,573673767,32.44,2.8312,0.36363,39.599,32.68,34.3,98.36,35.13,42.95,76.6,5639072,859904,0.0506,46.26
1529,113.6587158,34190691,62400,12894651,409441,268873,181133,58188808,2936433,33,21,11,61,0.3699,9.087,0.091765,8095,43.13,44.83,1.87,4.84,1.664,1.679,579665261,37.76,2.6074,0.07494,45.483,47.19,21.39,120.17,33.47,43.38,73.22,4836588,316020,0.171,34.19
1530,169.6849125,14203896,36850,6864330,402892,69618,83153,441783172,3112445,33,20,21,42,0.21369,8.849,0.017021,8782,43.77,46.27,3.909,4.02,1.748,1.551,491276159,44.22,2.6865,0.28711,37.809,23.67,30.95,102.18,36.38,48.57,75.06,9520118,757657,0.3172,47.44
1531,9.846471527,5389821,122671,3410433,324859,154172,130646,124683888,302120,8,1,91,32,0.83132,7.363,0.107246,5224,42.45,46.72,4.864,4.74,1.557,1.677,661131944,37.64,2.6028,0.06811,41.301,64.75,20.23,104.03,41.95,43.31,75.09,2999192,313467,0.064,47.42
1532,64.60860983,8107771,64638,5900646,310265,132491,106647,687611875,3669979,4,23,56,57,0.47547,7.67,0.029271,1077,42.59,43.66,4.294,5.02,3.486,1.642,813913290,40.8,2.4471,0.09168,40.83,39.23,36.03,118.06,39.52,49.39,63.48,9902688,441644,0.2856,36.59
1533,11.55553721,7563333,33913,8715055,22158,164219,144268,806448648,2315809,4,10,73,78,0.28563,7.309,0.050642,1217,42.54,43.38,1.695,2.9,2.363,1.572,867641407,24.24,2.7793,0.03485,37.431,76.94,30.35,107.6,33.67,43.36,70.73,8592445,250875,0.2812,48.6
1534,145.637164,10738721,113212,1370884,264900,49452,101690,597780215,1804237,16,9,56,67,0.63779,7.528,0.054513,7737,43.34,48.85,7.445,3.68,4.256,1.547,595256692,32.35,2.3778,0.10804,43.868,69.01,12.42,94.27,35.53,45.25,64.53,3524951,539787,0.3795,41.25
1535,2256.825093,22234372,109092,11062695,31203,289739,145021,653949166,2599350,23,42,96,64,0.94251,9.503,0.118858,6089,42.89,46.29,12.92,2.22,2.107,1.591,613745517,15.06,2.3127,0.37426,44.815,71.51,20.03,93.43,39.7,44.69,63.07,6384933,849195,0.0893,44.97
1536,11.89473357,20153936,103766,1271679,95958,322550,175824,487652792,2972967,21,12,88,67,0.77563,9.337,0.069643,928,43.01,47.04,8.485,5.01,2.827,1.516,866452714,42.21,2.7681,0.02428,44.548,54.39,18.88,115.21,33.27,43.36,66.68,5036541,281409,0.0635,35.63
